poi_id,poi_type,poi_name,latitude,longitude,radius_meters
193,Cafe,McDonald's [RUS-Molodezhnaya],55.7384059,37.41068,500
194,Cafe,McDonald's [RUS-Morskaya],59.9355938,30.31676,500
195,Cafe,McDonald's [RUS-Moskovskiy],59.8492531,30.32065,500
196,Cafe,McDonald's [RUS-Moskva],55.7307789,37.73107,500
197,Cafe,McDonald's [RUS-Moskva],55.7773697,37.5202699,500
198,Cafe,McDonald's [RUS-Mozhayskoye],55.7166656,37.4090599,500
199,Cafe,McDonald's [RUS-Myasnitskaya],55.7653383,37.63847,500
200,Cafe,McDonald's [RUS-Mytischi],55.9115125,37.77803,500
201,Cafe,McDonald's [RUS-Mytischi],55.8910837,37.74345,500
202,Cafe,McDonald's [RUS-N-Novgorod],56.3214085,43.94695,500
203,Cafe,McDonald's [RUS-Naberezhyye Chelny],55.7455135,52.4222899,500
204,Cafe,McDonald's [RUS-Naro-Fominsk],55.3880862,36.73992,500
205,Cafe,McDonald's [RUS-Nizhniy Novgorod],56.3154614,43.99122,500
206,Cafe,McDonald's [RUS-Noginsk],55.8524229,38.4413399,500
207,Cafe,McDonald's [RUS-Novatorov],59.8507114,30.26732,500
208,Cafe,McDonald's [RUS-Novocherkassk],47.4110606,40.10363,500
209,Cafe,McDonald's [RUS-Novoryazanskoye],55.6682716,37.87116,500
210,Cafe,McDonald's [RUS-Novoslobodskaya],55.7795098,37.6012,500
211,Cafe,McDonald's [RUS-Oblaka],55.6122612,37.73161,500
212,Cafe,McDonald's [RUS-Odintsovo],55.6838307,37.29475,500
213,Cafe,McDonald's [RUS-Olimpiyskaya derevnya],55.6760254,37.4666,500
214,Cafe,McDonald's [RUS-Orekhovo-Zuevo],55.8066844,38.98318,500
215,Cafe,McDonald's [RUS-Orenburg],51.769751,55.10231,500
216,Cafe,McDonald's [RUS-Otradnoye],55.8631417,37.60189,500
217,Cafe,McDonald's [RUS-Podol'sk],55.4354003,37.54942,500
218,Cafe,McDonald's [RUS-Podol'sk],55.4199611,37.54876,500
219,Cafe,McDonald's [RUS-Pravoberezhnaya],55.8805341,37.4494,500
220,Cafe,McDonald's [RUS-Prazhskaya],59.8632008,30.40361,500
221,Cafe,Лахтинский проспект 85Б [Санкт-Петербург],59.9944832,30.14784,500
222,Cafe,McDonald's [RUS-Prishvina],55.8855797,37.60222,500
223,Cafe,McDonald's [RUS-Prospekt Mira],55.780978,37.6327799,500
224,Cafe,McDonald's [RUS-Pushkino],55.9953049,37.86735,500
225,Cafe,McDonald's [RUS-Pushkinskaya],55.7649133,37.60328,500
226,Cafe,McDonald's [RUS-Pushkinskaya],47.2255004,39.71803,500
227,Cafe,McDonald's [RUS-Ramenskoe],55.5677141,38.23134,500
228,Cafe,McDonald's [RUS-Reutov],55.7461351,37.86282,500
229,Cafe,McDonald's [RUS-Ryazanskiy],55.7180012,37.78514,500
230,Cafe,McDonald's [RUS-Samara],53.2047033,50.12351,500
231,Cafe,McDonald's улица Савушкина 119А [Санкт-Петербург],59.986187,30.2276,500
232,Cafe,McDonald's [RUS-Schelkovo],55.9246624,37.99895,500
233,Cafe,McDonald's [RUS-Sennaya],59.926245,30.31871,500
234,Cafe,McDonald's [RUS-Sergiyev Posad],56.3144001,38.13697,500
235,Cafe,McDonald's [RUS-Sheremet'evskaya],55.803396,37.61864,500
236,Cafe,McDonald's [RUS-Shukinskaya],55.8096592,37.46345,500
237,Cafe,McDonald's [RUS-Slavy],59.8560667,30.38236,500
238,Cafe,McDonald's [RUS-Sokol'niki],55.7890174,37.68127,500
239,Cafe,McDonald's [RUS-Solnechnogorsk],56.1883199,36.97718,500
240,Cafe,McDonald's [RUS-Sredniy],59.9433437,30.27874,500
241,Cafe,McDonald's [RUS-Sukharevskaya],55.7722091,37.63165,500
242,Cafe,McDonald's [RUS-Svobodnyy],55.7502033,37.81733,500
243,Cafe,McDonald's [RUS-Tret'yakovskaya],55.7410527,37.62532,500
244,Cafe,McDonald's [RUS-Troitsk],55.4738917,37.31115,500
245,Cafe,McDonald's [RUS-Tul'skaya],55.7102858,37.6208699,500
246,Cafe,McDonald's [RUS-Tushino],55.824759,37.4362799,500
247,Cafe,McDonald's [RUS-Tyumen'],57.1520951,65.53802,500
248,Cafe,McDonald's [RUS-Ufa],54.7795273,56.03205,500
249,Cafe,McDonald's [RUS-Varshavskaya],55.6538766,37.62043,500
250,Cafe,McDonald's [RUS-Vavilova],55.682941,37.54974,500
251,Cafe,McDonald's [RUS-Venevskaya],55.5477866,37.5431,500
252,Cafe,McDonald's [RUS-Veymart],55.8585433,37.3952699,500
253,Cafe,McDonald's [RUS-Volgograd],48.6976047,44.49982,500
254,Cafe,McDonald's [RUS-Volgogradskiy],55.7270602,37.67971,500
255,Cafe,McDonald's [RUS-Voronezh],51.7069488,39.17301,500
256,Cafe,McDonald's [RUS-VVTs],55.8277478,37.6426299,500
257,Cafe,McDonald's [RUS-Yaroslavkoye],55.85153,37.67619,500
258,Cafe,McDonald's [RUS-Yaroslavl'],57.5995439,39.87451,500
259,Cafe,McDonald's [RUS-Yaroslavl'],57.6258022,39.86867,500
260,Cafe,McDonald's [RUS-Yekaterinburg],56.8239718,60.50474,500
261,Cafe,McDonald's [RUS-Yugo-Zapadnaya],55.6642652,37.48099,500
262,Cafe,McDonald's [RUS-Yuzhnaya],55.6226118,37.60607,500
263,Cafe,McDonald's [RUS-Zagorodnyy],59.9212474,30.32974,500
264,Cafe,McDonald's [RUS-Zelenograd],56.0144083,37.20512,500
265,Cafe,McDonald's [RUS-Zhukova],55.7751075,37.47886,500
266,Cafe,McDonald's [RUS-Zhukova],59.8584402,30.22847,500
267,Cafe,McDonald's [RUS-Zorge],55.7490482,49.2091,500
268,Cafe,McDonalds [Санкт-Петербург],60.0035662,30.22835,500
269,Cafe,McDonald's Носовихинское шоссе 45 [Реутов],55.7522884,37.88774,500
270,Cafe,McDonald's Носовихинское шоссе 4 [Балашиха],55.7500398,37.88711,500
271,Cafe,McDonald's [Москва],55.7548595,37.84311,500
272,Cafe,McDonald's улица Кирова 27 [Подольск],55.4258651,37.53063,500
273,Cafe,McDonald's [Калининград],54.7181744,20.50096,500
274,Cafe,McDonald's площадь Калинина 26 [Калининград],54.69518,20.5004199,500
275,Cafe,McDonald's Советский проспект 4В [Калининград],54.7218736,20.49954,500
276,Cafe,McDonald's Moskovskiy prospekt [Kaliningrad],54.7062619,20.59014,500
277,Hospital,Central Pediatric Clinic [RUS-Moscow],55.7912186,37.60564,500
278,Hospital,Child Neurology [RUS-Moscow],55.8692589,37.5214799,500
279,Hospital,Clinical Centre [RUS-Desnogorsk],54.1536891,33.29933,500
280,Hospital,Clinical Centre [RUS-Moscow],55.8800604,37.49231,500
281,Hospital,Clinical Centre [RUS-Moscow],55.7357653,37.58068,500
282,Hospital,Clinical Centre [RUS-Moscow],55.7430699,37.6450699,500
283,Hospital,Clinical Centre [RUS-Moscow],55.756127,37.62571,500
284,Hospital,Clinical Centre [RUS-Moscow],55.8766927,37.5185,500
285,Hospital,Clinical Centre [RUS-Moscow],55.8653889,37.5388,500
286,Hospital,Hospital [RUS-Moscow],55.7219319,37.43129,500
287,Hospital,Maternity Centre [RUS-Moscow],55.8743384,37.66071,500
288,Hospital,Pediatric Clinic [RUS-Govorovo],55.6433638,37.40499,500
289,Hospital,Pediatric Clinic [RUS-Lyuberts],55.7152278,37.85417,500
290,Hospital,Pediatric Clinic [RUS-Moscow],55.8166299,37.8030199,500
291,Hospital,Pediatric Clinic [RUS-Moscow],55.816952,37.71306,500
292,Hospital,Pediatric Clinic [RUS-Moscow],55.7234718,37.40055,500
293,Hospital,Pediatric Clinic [RUS-Moscow],55.6821127,37.49603,500
294,Hospital,Pediatric Clinic [RUS-Moscow],55.7364571,37.47547,500
295,Hospital,Pediatric Clinic [RUS-Moscow],55.7101403,37.39448,500
296,Hospital,Pediatric Clinic [RUS-Moscow],55.7848378,37.73271,500
297,Hospital,Pediatric Clinic [RUS-Moscow],55.7125324,37.51399,500
298,Hospital,Pediatric Clinic [RUS-Moscow],55.6785863,37.44843,500
299,Hospital,Pediatric Clinic [RUS-Moscow],55.7194868,37.45862,500
300,Hospital,Pediatric Clinic [RUS-Moscow],55.7609471,37.83319,500
301,Hospital,Pediatric Clinic [RUS-Moscow],55.7896408,37.69478,500
302,Hospital,Pediatric Clinic [RUS-Moscow],55.7232616,37.82237,500
303,Hospital,Pediatric Clinic [RUS-Moscow],55.7418572,37.41305,500
304,Hospital,Pediatric Clinic [RUS-Moscow],55.8099583,37.81414,500
305,Hospital,Pediatric Clinic [RUS-Moscow],55.7554794,37.78352,500
